"Plot Title: MEAD_11C"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10139951, SEN S/N: 10139951, LBL: 10cm_air_CO2)","Coupler Attached (LGR S/N: 10139951)","Host Connected (LGR S/N: 10139951)","Stopped (LGR S/N: 10139951)","End Of File (LGR S/N: 10139951)"
340,07/04/22 02:45:00  AM,3.893,,,,
341,07/04/22 03:00:00  AM,4.207,,,,
342,07/04/22 03:15:00  AM,3.683,,,,
343,07/04/22 03:30:00  AM,4.102,,,,
344,07/04/22 03:45:00  AM,4.415,,,,
345,07/04/22 04:00:00  AM,4.311,,,,
346,07/04/22 04:15:00  AM,4.311,,,,
347,07/04/22 04:30:00  AM,4.623,,,,
348,07/04/22 04:45:00  AM,4.831,,,,
349,07/04/22 05:00:00  AM,5.037,,,,
350,07/04/22 05:15:00  AM,5.037,,,,
351,07/04/22 05:30:00  AM,5.244,,,,
352,07/04/22 05:45:00  AM,5.141,,,,
353,07/04/22 06:00:00  AM,5.141,,,,
354,07/04/22 06:15:00  AM,5.244,,,,
355,07/04/22 06:30:00  AM,5.450,,,,
356,07/04/22 06:45:00  AM,6.064,,,,
357,07/04/22 07:00:00  AM,6.775,,,,
358,07/04/22 07:15:00  AM,7.179,,,,
359,07/04/22 07:30:00  AM,7.782,,,,
360,07/04/22 07:45:00  AM,8.581,,,,
361,07/04/22 08:00:00  AM,8.481,,,,
362,07/04/22 08:15:00  AM,8.779,,,,
363,07/04/22 08:30:00  AM,9.373,,,,
364,07/04/22 08:45:00  AM,9.866,,,,
365,07/04/22 09:00:00  AM,9.965,,,,
366,07/04/22 09:15:00  AM,11.041,,,,
367,07/04/22 09:30:00  AM,10.748,,,,
368,07/04/22 09:45:00  AM,10.357,,,,
369,07/04/22 10:00:00  AM,9.866,,,,
370,07/04/22 10:15:00  AM,10.944,,,,
371,07/04/22 10:30:00  AM,12.207,,,,
372,07/04/22 10:45:00  AM,11.916,,,,
373,07/04/22 11:00:00  AM,11.722,,,,
374,07/04/22 11:15:00  AM,12.594,,,,
375,07/04/22 11:30:00  AM,12.594,,,,
376,07/04/22 11:45:00  AM,12.787,,,,
377,07/04/22 12:00:00  PM,12.690,,,,
378,07/04/22 12:15:00  PM,12.690,,,,
379,07/04/22 12:30:00  PM,13.461,,,,
380,07/04/22 12:45:00  PM,13.846,,,,
381,07/04/22 01:00:00  PM,13.461,,,,
382,07/04/22 01:15:00  PM,13.558,,,,
383,07/04/22 01:30:00  PM,13.654,,,,
384,07/04/22 01:45:00  PM,13.654,,,,
385,07/04/22 02:00:00  PM,13.846,,,,
386,07/04/22 02:15:00  PM,13.461,,,,
387,07/04/22 02:30:00  PM,12.787,,,,
388,07/04/22 02:45:00  PM,12.594,,,,
389,07/04/22 03:00:00  PM,12.594,,,,
390,07/04/22 03:15:00  PM,12.110,,,,
391,07/04/22 03:30:00  PM,11.916,,,,
392,07/04/22 03:45:00  PM,11.916,,,,
393,07/04/22 04:00:00  PM,11.236,,,,
394,07/04/22 04:15:00  PM,10.748,,,,
395,07/04/22 04:30:00  PM,10.944,,,,
396,07/04/22 04:45:00  PM,11.236,,,,
397,07/04/22 05:00:00  PM,10.846,,,,
398,07/04/22 05:15:00  PM,11.041,,,,
399,07/04/22 05:30:00  PM,10.161,,,,
400,07/04/22 05:45:00  PM,10.161,,,,
401,07/04/22 06:00:00  PM,10.161,,,,
402,07/04/22 06:15:00  PM,10.063,,,,
403,07/04/22 06:30:00  PM,9.965,,,,
404,07/04/22 06:45:00  PM,9.669,,,,
405,07/04/22 07:00:00  PM,9.669,,,,
406,07/04/22 07:15:00  PM,9.373,,,,
407,07/04/22 07:30:00  PM,8.382,,,,
408,07/04/22 07:45:00  PM,7.381,,,,
409,07/04/22 08:00:00  PM,5.757,,,,
410,07/04/22 08:15:00  PM,4.415,,,,
411,07/04/22 08:30:00  PM,5.552,,,,
412,07/04/22 08:45:00  PM,7.782,,,,
413,07/04/22 09:00:00  PM,7.280,,,,
414,07/04/22 09:15:00  PM,5.552,,,,
415,07/04/22 09:30:00  PM,5.552,,,,
416,07/04/22 09:45:00  PM,5.450,,,,
417,07/04/22 10:00:00  PM,6.471,,,,
418,07/04/22 10:15:00  PM,6.471,,,,
419,07/04/22 10:30:00  PM,5.450,,,,
420,07/04/22 10:45:00  PM,5.962,,,,
421,07/04/22 11:00:00  PM,6.674,,,,
422,07/04/22 11:15:00  PM,8.082,,,,
423,07/04/22 11:30:00  PM,7.983,,,,
424,07/04/22 11:45:00  PM,8.978,,,,
425,07/05/22 12:00:00  AM,9.077,,,,
426,07/05/22 12:15:00  AM,8.481,,,,
427,07/05/22 12:30:00  AM,9.275,,,,
428,07/05/22 12:45:00  AM,9.669,,,,
429,07/05/22 01:00:00  AM,8.879,,,,
430,07/05/22 01:15:00  AM,7.983,,,,
431,07/05/22 01:30:00  AM,7.682,,,,
432,07/05/22 01:45:00  AM,8.680,,,,
433,07/05/22 02:00:00  AM,10.161,,,,
434,07/05/22 02:15:00  AM,10.846,,,,
435,07/05/22 02:30:00  AM,10.553,,,,
436,07/05/22 02:45:00  AM,10.944,,,,
437,07/05/22 03:00:00  AM,11.722,,,,
438,07/05/22 03:15:00  AM,12.401,,,,
439,07/05/22 03:30:00  AM,12.207,,,,
440,07/05/22 03:45:00  AM,12.690,,,,
441,07/05/22 04:00:00  AM,12.594,,,,
442,07/05/22 04:15:00  AM,12.497,,,,
443,07/05/22 04:30:00  AM,9.965,,,,
444,07/05/22 04:45:00  AM,9.472,,,,
445,07/05/22 05:00:00  AM,9.373,,,,
446,07/05/22 05:15:00  AM,11.236,,,,
447,07/05/22 05:30:00  AM,12.401,,,,
448,07/05/22 05:45:00  AM,12.110,,,,
449,07/05/22 06:00:00  AM,14.517,,,,
450,07/05/22 06:15:00  AM,14.900,,,,
451,07/05/22 06:30:00  AM,14.230,,,,
452,07/05/22 06:45:00  AM,14.804,,,,
453,07/05/22 07:00:00  AM,14.900,,,,
454,07/05/22 07:15:00  AM,14.421,,,,
455,07/05/22 07:30:00  AM,14.613,,,,
456,07/05/22 07:45:00  AM,15.951,,,,
