"Plot Title: MEAD_3C"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10337439, SEN S/N: 10337439)","Good Battery (LGR S/N: 10337439)","Host Connected (LGR S/N: 10337439)","Coupler Attached (LGR S/N: 10337439)","Stopped (LGR S/N: 10337439)","End Of File (LGR S/N: 10337439)"
468,07/05/22 10:45:00  AM,13.846,,,,,
469,07/05/22 11:00:00  AM,13.558,,,,,
470,07/05/22 11:15:00  AM,13.942,,,,,
471,07/05/22 11:30:00  AM,13.654,,,,,
472,07/05/22 11:45:00  AM,12.690,,,,,
473,07/05/22 12:00:00  PM,12.497,,,,,
474,07/05/22 12:15:00  PM,13.558,,,,,
475,07/05/22 12:30:00  PM,15.855,,,,,
476,07/05/22 12:45:00  PM,14.709,,,,,
477,07/05/22 01:00:00  PM,14.230,,,,,
478,07/05/22 01:15:00  PM,14.421,,,,,
479,07/05/22 01:30:00  PM,13.750,,,,,
480,07/05/22 01:45:00  PM,13.846,,,,,
481,07/05/22 02:00:00  PM,15.187,,,,,
482,07/05/22 02:15:00  PM,14.038,,,,,
483,07/05/22 02:30:00  PM,14.325,,,,,
484,07/05/22 02:45:00  PM,14.900,,,,,
485,07/05/22 03:00:00  PM,13.846,,,,,
486,07/05/22 03:15:00  PM,13.654,,,,,
487,07/05/22 03:30:00  PM,13.846,,,,,
488,07/05/22 03:45:00  PM,10.846,,,,,
489,07/05/22 04:00:00  PM,9.866,,,,,
490,07/05/22 04:15:00  PM,11.722,,,,,
491,07/05/22 04:30:00  PM,12.207,,,,,
492,07/05/22 04:45:00  PM,13.173,,,,,
493,07/05/22 05:00:00  PM,10.748,,,,,
494,07/05/22 05:15:00  PM,10.161,,,,,
495,07/05/22 05:30:00  PM,9.768,,,,,
