"Plot Title: IRGA_LightMeasure"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20553056, SEN S/N: 20553056)","Intensity, Lux (LGR S/N: 20553056, SEN S/N: 20553056)","Coupler Attached (LGR S/N: 20553056)","Host Connected (LGR S/N: 20553056)","Stopped (LGR S/N: 20553056)","End Of File (LGR S/N: 20553056)"
430,07/15/22 06:04:30  PM,28.953,43.1,,,,
431,07/15/22 06:05:00  PM,28.953,21.5,,,,
432,07/15/22 06:05:30  PM,28.953,10.8,,,,
433,07/15/22 06:06:00  PM,28.953,10.8,,,,
434,07/15/22 06:06:30  PM,28.853,21.5,,,,
435,07/15/22 06:07:00  PM,28.853,21.5,,,,
436,07/15/22 06:07:30  PM,28.754,10.8,,,,
437,07/15/22 06:08:00  PM,28.754,10.8,,,,
438,07/15/22 06:08:30  PM,28.754,0.0,,,,
439,07/15/22 06:09:00  PM,28.754,10.8,,,,
440,07/15/22 06:09:30  PM,28.754,0.0,,,,
